student_id,centre_id,distance
S01071,C007,665.672
S01071,C008,740.811
S01071,C009,695.563
S01071,C010,693.752
S01071,C011,550.319
S01071,C012,439.041
S01071,C013,380.538
S01071,C014,282.42
S01071,C015,195.325
S01071,C016,720.435
S01071,C017,575.498
S01071,C018,567.102
S01071,C019,500.37
S01071,C020,372.585
S01072,C001,571.063
S01072,C002,451.351
S01072,C003,329.692
S01072,C004,259.949
S01072,C005,153.422
S01072,C006,833.258
S01072,C007,697.83
S01072,C008,764.381
S01072,C009,665.22
S01072,C010,630.401
S01072,C011,465.203
S01072,C012,350.695
S01072,C013,272.196
S01072,C014,198.991
S01072,C015,22.522
S01072,C016,848.234
S01072,C017,719.852
S01072,C018,735.064
S01072,C019,678.081
S01072,C020,462.963
S01073,C001,397.072
S01073,C002,301.998
S01073,C003,152.731
S01073,C004,124.84
S01073,C005,70.107
S01073,C006,824.101
S01073,C007,720.051
S01073,C008,795.175
S01073,C009,747.573
S01073,C010,742.532
S01073,C011,595.288
S01073,C012,482.304
S01073,C013,419.262
S01073,C014,322.676
S01073,C015,208.024
S01073,C016,766.333
S01073,C017,618.419
S01073,C018,602.093
S01073,C019,531.155
S01073,C020,425.662
S01074,C001,357.193
S01074,C002,260.54
S01074,C003,358.323
S01074,C004,335.445
S01074,C005,424.011
S01074,C006,372.536
S01074,C007,308.701
S01074,C008,386.126
S01074,C009,440.79
S01074,C010,505.086
S01074,C011,457.191
S01074,C012,412.374
S01074,C013,430.53
S01074,C014,383.039
S01074,C015,488.858
S01074,C016,343.325
S01074,C017,242.291
S01074,C018,317.747
S01074,C019,316.812
S01074,C020,49.859
S01075,C001,131.399
S01075,C002,17.034
S01075,C003,141.732
S01075,C004,188.926
S01075,C005,303.554
S01075,C006,636.633
S01075,C007,585.398
S01075,C008,663.006
S01075,C009,694.806
S01075,C010,735.504
S01075,C011,638.425
S01075,C012,551.937
S01075,C013,527.225
S01075,C014,438.755
S01075,C015,437.779
S01075,C016,503.148
S01075,C017,345.766
S01075,C018,310.867
S01075,C019,238.661
S01075,C020,276.702
S01076,C001,477.76
S01076,C002,448.649
S01076,C003,585.385
S01076,C004,583.115
S01076,C005,682.056
S01076,C006,233.405
S01076,C007,310.249
S01076,C008,357.07
S01076,C009,519.644
S01076,C010,621.278
S01076,C011,640.252
S01076,C012,631.783
S01076,C013,669.162
S01076,C014,637.866
S01076,C015,753.193
S01076,C016,96.243
S01076,C017,154.669
S01076,C018,276.594
S01076,C019,342.682
S01076,C020,310.888
S01077,C001,114.001
S01077,C002,231.084
S01077,C003,358.748
S01077,C004,419.359
S01077,C005,531.862
S01077,C006,664.363
S01077,C007,671.799
S01077,C008,742.587
S01077,C009,830.123
S01077,C010,894.42
S01077,C011,827.032
S01077,C012,755.665
S01077,C013,743.218
S01077,C014,661.118
S01077,C015,669.573
S01077,C016,433.545
S01077,C017,288.18
S01077,C018,178.474
S01077,C019,99.737
S01077,C020,417.887
S01078,C001,239.669
S01078,C002,129.808
S01078,C003,37.232
S01078,C004,72.188
S01078,C005,183.076
S01078,C006,693.802
S01078,C007,614.67
S01078,C008,692.482
S01078,C009,687.65
S01078,C010,709.27
S01078,C011,589.376
S01078,C012,489.87
S01078,C013,450.277
S01078,C014,354.748
S01078,C015,323.34
S01078,C016,602.038
S01078,C017,450.042
S01078,C018,429.632
S01078,C019,360.098
S01078,C020,301.657
S01079,C001,702.013
S01079,C002,634.355
S01079,C003,739.589
S01079,C004,709.343
S01079,C005,781.392
S01079,C006,39.025
S01079,C007,143.686
S01079,C008,127.669
S01079,C009,333.638
S01079,C010,449.385
S01079,C011,534.366
S01079,C012,574.736
S01079,C013,638.605
S01079,C014,647.506
S01079,C015,804.164
S01079,C016,334.986
S01079,C017,412.968
S01079,C018,537.69
S01079,C019,592.923
S01079,C020,403.635
S01080,C001,832.075
S01080,C002,698.628
S01080,C003,677.17
S01080,C004,598.616
S01080,C005,572.387
S01080,C006,625.63
S01080,C007,457.763
S01080,C008,480.106
S01080,C009,285.621
S01080,C010,187.293
S01080,C011,77.797
S01080,C012,163.065
S01080,C013,225.396
S01080,C014,319.796
S01080,C015,475.418
S01080,C016,812.113
S01080,C017,765.653
S01080,C018,852.352
S01080,C019,844.327
S01080,C020,493.718
S01081,C001,381.27
S01081,C002,254.602
S01081,C003,296.484
S01081,C004,249.498
S01081,C005,317.715
S01081,C006,463.605
S01081,C007,360.129
S01081,C008,436.898
S01081,C009,431.882
S01081,C010,468.402
S01081,C011,381.967
S01081,C012,314.096
S01081,C013,317.736
S01081,C014,260.72
S01081,C015,366.519
S01081,C016,468.025
S01081,C017,359.568
S01081,C018,415.366
S01081,C019,393.019
S01081,C020,76.68
S01082,C001,723.222
S01082,C002,663.974
S01082,C003,775.762
S01082,C004,749.461
S01082,C005,825.415
S01082,C006,45.008
S01082,C007,197.589
S01082,C008,176.049
S01082,C009,383.367
S01082,C010,499.438
S01082,C011,588.041
S01082,C012,628.428
S01082,C013,691.718
S01082,C014,698.686
S01082,C015,853.096
S01082,C016,322.354
S01082,C017,419.717
S01082,C018,543.316
S01082,C019,604.604
S01082,C020,443.559
S01083,C001,232.818
S01083,C002,277.624
S01083,C003,429.958
S01083,C004,466.45
S01083,C005,581.678
S01083,C006,511.131
S01083,C007,541.395
S01083,C008,606.404
S01083,C009,721.214
S01083,C010,800.093
S01083,C011,761.078
S01083,C012,709.516
S01083,C013,714.983
S01083,C014,647.957
S01083,C015,699.252
S01083,C016,269.113
S01083,C017,128.371
S01083,C018,22.625
S01083,C019,68.615
S01083,C020,345.491
S01084,C001,653.277
S01084,C002,567.077
S01084,C003,655.226
S01084,C004,616.086
S01084,C005,678.695
S01084,C006,142.73
S01084,C007,26.633
S01084,C008,81.901
S01084,C009,239.78
S01084,C010,350.807
S01084,C011,417.912
S01084,C012,454.387
S01084,C013,518.387
S01084,C014,530.186
S01084,C015,690.891
S01084,C016,376.578
S01084,C017,407.95
S01084,C018,529.295
S01084,C019,568.899
S01084,C020,316.608
S01085,C001,655.646
S01085,C002,535.784
S01085,C003,569.386
S01085,C004,507.034
S01085,C005,533.653
S01085,C006,376.413
S01085,C007,209.653
S01085,C008,254.561
S01085,C009,153.135
S01085,C010,192.468
S01085,C011,188.232
S01085,C012,224.104
S01085,C013,295.347
S01085,C014,329.997
S01085,C015,504.569
S01085,C016,553.379
S01085,C017,521.605
S01085,C018,621.238
S01085,C019,629.249
S01085,C020,285.29
S01086,C001,608.259
S01086,C002,493.681
S01086,C003,363.3
S01086,C004,300.002
S01086,C005,186.809
S01086,C006,888.996
S01086,C007,752.668
S01086,C008,818.557
S01086,C009,714.469
S01086,C010,674.679
S01086,C011,507.129
S01086,C012,394.317
S01086,C013,313.797
S01086,C014,249.184
S01086,C015,77.687
S01086,C016,901.934
S01086,C017,771.42
S01086,C018,782.399
S01086,C019,722.601
S01086,C020,518.094
S01087,C001,401.513
S01087,C002,295.923
S01087,C003,155.327
S01087,C004,106.446
S01087,C005,32.472
S01087,C006,793.449
S01087,C007,685.534
S01087,C008,760.094
S01087,C009,708.887
S01087,C010,703.007
S01087,C011,555.837
S01087,C012,443.051
S01087,C013,380.922
S01087,C014,283.873
S01087,C015,179.955
S01087,C016,747.056
S01087,C017,602.463
S01087,C018,593.876
S01087,C019,526.62
S01087,C020,396.147
S01088,C001,114.269
S01088,C002,41.614
S01088,C003,193.771
S01088,C004,235.018
S01088,C005,350.567
S01088,C006,600.387
S01088,C007,560.718
S01088,C008,637.478
S01088,C009,684.229
S01088,C010,732.767
S01088,C011,646.66
S01088,C012,567.013
S01088,C013,549.353
S01088,C014,465.356
S01088,C015,479.612
S01088,C016,453.351
S01088,C017,295.076
S01088,C018,258.926
S01088,C019,189.322
S01088,C020,261.759
S01089,C001,280.519
S01089,C002,242.732
S01089,C003,124.065
S01089,C004,188.024
S01089,C005,231.373
S01089,C006,849.106
S01089,C007,775.105
S01089,C008,852.978
S01089,C009,844.192
S01089,C010,858.718
S01089,C011,727.407
S01089,C012,620.395
S01089,C013,567.812
S01089,C014,469.285
S01089,C015,378.579
S01089,C016,729.749
S01089,C017,571.622
S01089,C018,522.131
S01089,C019,439.794
S01089,C020,461.449
S01090,C001,366.2
S01090,C002,368.34
S01090,C003,517.51
S01090,C004,533.333
S01090,C005,642.653
S01090,C006,369.013
S01090,C007,425.646
S01090,C008,481.977
S01090,C009,623.951
S01090,C010,716.019
S01090,C011,707.276
S01090,C012,677.568
S01090,C013,700.127
S01090,C014,650.677
S01090,C015,737.531
S01090,C016,124.535
S01090,C017,37.504
S01090,C018,141.797
S01090,C019,215.341
S01090,C020,319.375
S01091,C001,695.08
S01091,C002,585.101
S01091,C003,637.437
S01091,C004,581.287
S01091,C005,618.126
S01091,C006,301.871
S01091,C007,134.679
S01091,C008,163.565
S01091,C009,103.377
S01091,C010,197.036
S01091,C011,261.222
S01091,C012,315.963
S01091,C013,389.448
S01091,C014,423.977
S01091,C015,597.385
S01091,C016,518.703
S01091,C017,514.758
S01091,C018,625.489
S01091,C019,646.339
S01091,C020,324.675
S01092,C001,524.458
S01092,C002,398.484
S01092,C003,292.424
S01092,C004,214.992
S01092,C005,130.112
S01092,C006,762.053
S01092,C007,628.666
S01092,C008,696.445
S01092,C009,606.071
S01092,C010,579.568
S01092,C011,419.623
S01092,C012,304.114
S01092,C013,231.701
S01092,C014,144.04
S01092,C015,51.362
S01092,C016,778.362
S01092,C017,652.736
S01092,C018,673.558
S01092,C019,620.596
S01092,C020,391.604
S01093,C001,365.255
S01093,C002,262.284
S01093,C003,118.958
S01093,C004,79.443
S01093,C005,63.484
S01093,C006,779.611
S01093,C007,677.986
S01093,C008,753.607
S01093,C009,712.479
S01093,C010,712.493
S01093,C011,570.267
S01093,C012,459.37
S01093,C013,401.411
S01093,C014,303.222
S01093,C015,213.866
S01093,C016,721.422
S01093,C017,574.383
S01093,C018,561.458
S01093,C019,492.663
S01093,C020,380.957
S01094,C001,788.97
S01094,C002,717.849
S01094,C003,817.693
S01094,C004,783.047
S01094,C005,848.842
S01094,C006,118.376
S01094,C007,184.894
S01094,C008,128.58
S01094,C009,325.517
S01094,C010,440.373
S01094,C011,550.376
S01094,C012,606.455
S01094,C013,676.395
S01094,C014,696.523
S01094,C015,860.269
S01094,C016,413.801
S01094,C017,500.295
S01094,C018,624.919
S01094,C019,680.942
S01094,C020,479.396
S01095,C001,140.212
S01095,C002,77.166
S01095,C003,106.187
S01095,C004,174.341
S01095,C005,281.618
S01095,C006,696.101
S01095,C007,640.588
S01095,C008,718.45
S01095,C009,741.06
S01095,C010,775.493
S01095,C011,668.918
S01095,C012,575.999
S01095,C013,543.374
S01095,C014,450.34
S01095,C015,425.066
S01095,C016,560.927
S01095,C017,402.583
S01095,C018,357.855
S01095,C019,279.545
S01095,C020,328.713
S01096,C001,617.441
S01096,C002,484.313
S01096,C003,473.548
S01096,C004,399.065
S01096,C005,397.154
S01096,C006,524.461
S01096,C007,365.337
S01096,C008,419.249
S01096,C009,299.146
S01096,C010,277.937
S01096,C011,145.175
S01096,C012,80.172
S01096,C013,131.75
S01096,C014,167.129
S01096,C015,344.097
S01096,C016,645.52
S01096,C017,574.085
S01096,C018,649.496
S01096,C019,634.66
S01096,C020,288.939
S01097,C001,540.485
S01097,C002,505.738
S01097,C003,638.073
S01097,C004,630.453
S01097,C005,725.006
S01097,C006,176.66
S01097,C007,279.478
S01097,C008,315.24
S01097,C009,493.218
S01097,C010,600.267
S01097,C011,636.154
S01097,C012,639.284
S01097,C013,683.473
S01097,C014,660.927
S01097,C015,786.76
S01097,C016,124.582
S01097,C017,218.488
S01097,C018,339.396
S01097,C019,406.645
S01097,C020,344.466
S01098,C001,439.951
S01098,C002,427.952
S01098,C003,572.069
S01098,C004,578.797
S01098,C005,683.32
S01098,C006,295.91
S01098,C007,372.06
S01098,C008,420.942
S01098,C009,579.021
S01098,C010,677.973
S01098,C011,687.291
S01098,C012,670.492
S01098,C013,701.953
S01098,C014,662.753
S01098,C015,765.916
S01098,C016,63.977
S01098,C017,107.336
S01098,C018,220.912
S01098,C019,293.916
S01098,C020,330.142
S01099,C001,333.219
S01099,C002,204.282
S01099,C003,129.144
S01099,C004,54.259
S01099,C005,129.186
S01099,C006,661.743
S01099,C007,560.599
S01099,C008,636.67
S01099,C009,606.169
S01099,C010,616.891
S01099,C011,488.237
S01099,C012,385.381
S01099,C013,343.382
S01099,C014,247.772
S01099,C015,238.059
S01099,C016,618.094
S01099,C017,478.544
S01099,C018,484.746
S01099,C019,427.514
S01099,C020,263.443
S01100,C001,598.672
S01100,C002,463.351
S01100,C003,399.018
S01100,C004,317.047
S01100,C005,270.619
S01100,C006,676.265
S01100,C007,525.991
S01100,C008,585.617
S01100,C009,468.148
S01100,C010,430.294
S01100,C011,266.835
S01100,C012,151.466
S01100,C013,78.874
S01100,C014,29.203
S01100,C015,179.322
S01100,C016,749.045
S01100,C017,647.567
S01100,C018,695.938
S01100,C019,659.975
S01100,C020,359.552
S01101,C001,119.191
S01101,C002,30.833
S01101,C003,143.042
S01101,C004,196.188
S01101,C005,309.717
S01101,C006,649.062
S01101,C007,599.924
S01101,C008,677.445
S01101,C009,710.497
S01101,C010,751.299
S01101,C011,653.798
S01101,C012,566.723
S01101,C013,541.068
S01101,C014,451.88
S01101,C015,446.417
S01101,C016,509.832
S01101,C017,351.636
S01101,C018,311.142
S01101,C019,236.231
S01101,C020,291.997
S01102,C001,370.948
S01102,C002,258.716
S01102,C003,128.224
S01102,C004,65.586
S01102,C005,50.959
S01102,C006,751.968
S01102,C007,646.989
S01102,C008,722.186
S01102,C009,678.319
S01102,C010,677.998
S01102,C011,536.307
S01102,C012,425.897
S01102,C013,369.456
S01102,C014,271.026
S01102,C015,196.021
S01102,C016,703.984
S01102,C017,560.102
S01102,C018,554.43
S01102,C019,489.263
S01102,C020,354.034
S01103,C001,160.058
S01103,C002,57.513
S01103,C003,97.703
S01103,C004,151.768
S01103,C005,264.24
S01103,C006,667.385
S01103,C007,607.089
S01103,C008,685.06
S01103,C009,704.477
S01103,C010,738.457
S01103,C011,632.507
S01103,C012,540.608
S01103,C013,509.839
S01103,C014,418.009
S01103,C015,402.859
S01103,C016,544.942
S01103,C017,388.437
S01103,C018,355.079
S01103,C019,281.769
S01103,C020,294.068
S01104,C001,807.722
S01104,C002,676.982
S01104,C003,670.128
S01104,C004,594.493
S01104,C005,581.239
S01104,C006,560.709
S01104,C007,393.319
S01104,C008,413.569
S01104,C009,219.264
S01104,C010,127.415
S01104,C011,55.369
S01104,C012,170.418
S01104,C013,246.552
S01104,C014,331.828
S01104,C015,499.029
S01104,C016,756.109
S01104,C017,718.118
S01104,C018,810.304
S01104,C019,807.957
S01104,C020,456.226
S01105,C001,462.575
S01105,C002,354.049
S01105,C003,216.575
S01105,C004,160.992
S01105,C005,46.239
S01105,C006,820.938
S01105,C007,703.519
S01105,C008,775.972
S01105,C009,708.369
S01105,C010,692.439
S01105,C011,537.633
S01105,C012,422.669
S01105,C013,353.648
S01105,C014,261.128
S01105,C015,127.252
S01105,C016,792.824
S01105,C017,652.191
S01105,C018,649.762
S01105,C019,584.692
S01105,C020,428.538
S01106,C001,654.066
S01106,C002,520.44
S01106,C003,440.324
S01106,C004,358.827
S01106,C005,290.994
S01106,C006,744.429
S01106,C007,590.784
S01106,C008,647.202
S01106,C009,515.388
S01106,C010,463.72
S01106,C011,294.036
S01106,C012,185.78
S01106,C013,104.238
S01106,C014,98.847
S01106,C015,165.709
S01106,C016,821.796
S01106,C017,718.926
S01106,C018,763.995
S01106,C019,724.763
S01106,C020,431.901
S01107,C001,333.761
S01107,C002,309.56
S01107,C003,453.024
S01107,C004,461.552
S01107,C005,568.195
S01107,C006,356.985
S01107,C007,381.156
S01107,C008,445.526
S01107,C009,567.315
S01107,C010,652.946
S01107,C011,633.389
S01107,C012,598.988
S01107,C013,619.576
S01107,C014,569.336
S01107,C015,658.356
S01107,C016,181.225
S01107,C017,54.582
S01107,C018,163.757
S01107,C019,209.392
S01107,C020,238.417
S01108,C001,380.422
S01108,C002,367.751
S01108,C003,513.089
S01108,C004,522.658
S01108,C005,629.182
S01108,C006,333.54
S01108,C007,384.884
S01108,C008,442.021
S01108,C009,583.087
S01108,C010,675.693
S01108,C011,669.923
S01108,C012,643.513
S01108,C013,668.942
S01108,C014,623.22
S01108,C015,717.51
S01108,C016,120.686
S01108,C017,51.058
S01108,C018,174.03
S01108,C019,239.411
S01108,C020,290.247
S01109,C001,847.609
S01109,C002,718.594
S01109,C003,717.54
S01109,C004,642.917
S01109,C005,632.34
S01109,C006,556.495
S01109,C007,392.016
S01109,C008,402.401
S01109,C009,198.656
S01109,C010,90.439
S01109,C011,106.909
S01109,C012,222.287
S01109,C013,298.415
S01109,C014,383.576
S01109,C015,550.961
S01109,C016,769.099
S01109,C017,741.3
S01109,C018,838.231
S01109,C019,840.356
S01109,C020,489.552
S01110,C001,422.442
S01110,C002,304.891
S01110,C003,362.87
S01110,C004,318.293
S01110,C005,384.323
S01110,C006,397.734
S01110,C007,291.384
S01110,C008,368.353
S01110,C009,375.754
S01110,C010,424.19
S01110,C011,360.402
S01110,C012,312.388
S01110,C013,333.362
S01110,C014,294.703
S01110,C015,421.421
S01110,C016,430.06
S01110,C017,341.421
S01110,C018,416.213
S01110,C019,408.24
S01110,C020,56.544
S01111,C001,771.813
S01111,C002,637.638
S01111,C003,613.136
S01111,C004,534.403
S01111,C005,508.826
S01111,C006,610.022
S01111,C007,441.984
S01111,C008,474.325
S01111,C009,295.116
S01111,C010,215.54
S01111,C011,52.337
S01111,C012,98.796
S01111,C013,163.915
S01111,C014,256.361
S01111,C015,415.961
S01111,C016,776.374
S01111,C017,720.14
S01111,C018,801.827
S01111,C019,789.898
S01111,C020,441.525
S01112,C001,742.247
S01112,C002,607.104
S01112,C003,575.322
S01112,C004,495.654
S01112,C005,465.819
S01112,C006,623.739
S01112,C007,456.955
S01112,C008,495.482
S01112,C009,326.886
S01112,C010,256.036
S01112,C011,86.178
S01112,C012,63.157
S01112,C013,119.034
S01112,C014,213.235
S01112,C015,370.714
S01112,C016,773.685
S01112,C017,708.579
S01112,C018,784.752
S01112,C019,768.343
S01112,C020,424.258
S01113,C001,565.19
S01113,C002,538.518
S01113,C003,674.223
S01113,C004,669.388
S01113,C005,765.629
S01113,C006,189.303
S01113,C007,311.915
S01113,C008,340.172
S01113,C009,526.065
S01113,C010,635.195
S01113,C011,676.684
S01113,C012,682.041
S01113,C013,726.915
S01113,C014,704.594
S01113,C015,829.574
S01113,C016,111.244
S01113,C017,235.925
S01113,C018,351.012
S01113,C019,423.886
S01113,C020,386.926
S01114,C001,551.826
S01114,C002,429.868
S01114,C003,313.076
S01114,C004,240.437
S01114,C005,139.557
S01114,C006,806.619
S01114,C007,672.095
S01114,C008,739.163
S01114,C009,643.428
S01114,C010,611.741
S01114,C011,448.297
S01114,C012,333.142
S01114,C013,256.462
S01114,C014,177.738
S01114,C015,11.004
S01114,C016,821.56
S01114,C017,693.974
S01114,C018,710.961
S01114,C019,655.273
S01114,C020,435.912
S01115,C001,640.308
S01115,C002,507.763
S01115,C003,499.044
S01115,C004,424.689
S01115,C005,421.95
S01115,C006,520.58
S01115,C007,358.57
S01115,C008,408.858
S01115,C009,279.061
S01115,C010,253.144
S01115,C011,120.879
S01115,C012,75.108
S01115,C013,140.735
S01115,C014,187.864
S01115,C015,364.87
S01115,C016,653.453
S01115,C017,587.476
S01115,C018,666.177
S01115,C019,653.763
S01115,C020,305.632
S01116,C001,460.325
S01116,C002,340.9
S01116,C003,390.283
S01116,C004,340.073
S01116,C005,396.669
S01116,C006,392.233
S01116,C007,272.283
S01116,C008,347.492
S01116,C009,340.404
S01116,C010,385.957
S01116,C011,323.546
S01116,C012,281.33
S01116,C013,309.033
S01116,C014,280.519
S01116,C015,419.889
S01116,C016,451.126
S01116,C017,372.153
S01116,C018,451.751
S01116,C019,446.062
S01116,C020,94.426
S01117,C001,263.424
S01117,C002,327.91
S01117,C003,478.335
S01117,C004,519.648
S01117,C005,635.22
S01117,C006,540.884
S01117,C007,585.296
S01117,C008,647.055
S01117,C009,771.437
S01117,C010,853.508
S01117,C011,818.921
S01117,C012,768.939
S01117,C013,774.882
S01117,C014,707.653
S01117,C015,755.985
S01117,C016,275.534
S01117,C017,161.62
S01117,C018,44.128
S01117,C019,100.295
S01117,C020,404.291
S01118,C001,632.613
S01118,C002,496.497
S01118,C003,449.709
S01118,C004,368.819
S01118,C005,335.07
S01118,C006,635.571
S01118,C007,478.817
S01118,C008,533.518
S01118,C009,403.523
S01118,C010,360.967
S01118,C011,196.987
S01118,C012,81.581
S01118,C013,26.991
S01118,C014,82.476
S01118,C015,248.929
S01118,C016,734.495
S01118,C017,645.851
S01118,C018,705.862
S01118,C019,678.003
S01118,C020,354.644
S01119,C001,678.163
S01119,C002,594.534
S01119,C003,684.662
S01119,C004,646.121
S01119,C005,708.95
S01119,C006,125.195
S01119,C007,47.342
S01119,C008,61.92
S01119,C009,245.553
S01119,C010,359.428
S01119,C011,437.128
S01119,C012,478.684
S01119,C013,544.364
S01119,C014,558.544
S01119,C015,720.297
S01119,C016,381.114
S01119,C017,423.618
S01119,C018,546.346
S01119,C019,589.219
S01119,C020,345.882
S01120,C001,632.474
S01120,C002,509.649
S01120,C003,393.43
S01120,C004,321.109
S01120,C005,218.325
S01120,C006,851.186
S01120,C007,707.897
S01120,C008,770.564
S01120,C009,655.022
S01120,C010,609.325
S01120,C011,440.307
S01120,C012,329.6
S01120,C013,248.086
S01120,C014,196.373
S01120,C015,69.777
S01120,C016,886.723
S01120,C017,764.606
S01120,C018,787.103
S01120,C019,733.596
S01120,C020,496.621
S01121,C001,370.717
S01121,C002,255.363
S01121,C003,325.196
S01121,C004,289.417
S01121,C005,367.899
S01121,C006,416.019
S01121,C007,326.724
S01121,C008,404.647
S01121,C009,425.902
S01121,C010,476.14
S01121,C011,408.93
S01121,C012,353.574
S01121,C013,366.026
S01121,C014,315.416
S01121,C015,423.461
S01121,C016,410.974
S01121,C017,307.068
S01121,C018,372.14
S01121,C019,359.169
S01121,C020,19.509
S01122,C001,439.951
S01122,C002,350.629
S01122,C003,199.308
S01122,C004,175.496
S01122,C005,98.897
S01122,C006,871.766
S01122,C007,764.173
S01122,C008,838.553
S01122,C009,782.882
S01122,C010,771.885
S01122,C011,619.459
S01122,C012,504.877
S01122,C013,436.884
S01122,C014,343.468
S01122,C015,205.31
S01122,C016,817.145
S01122,C017,669.032
S01122,C018,650.872
S01122,C019,578.565
S01122,C020,473.925
S01123,C001,184.919
S01123,C002,284.808
S01123,C003,423.481
S01123,C004,477.982
S01123,C005,592.486
S01123,C006,630.021
S01123,C007,655.68
S01123,C008,722.611
S01123,C009,827.785
S01123,C010,900.314
S01123,C011,846.659
S01123,C012,783.704
S01123,C013,778.559
S01123,C014,701.749
S01123,C015,725.095
S01123,C016,378.565
S01123,C017,247.1
S01123,C018,124.843
S01123,C019,79.341
S01123,C020,430.744
S01124,C001,96.578
S01124,C002,53.087
S01124,C003,155.701
S01124,C004,215.477
S01124,C005,327.24
S01124,C006,663.806
S01124,C007,619.423
S01124,C008,696.688
S01124,C009,733.683
S01124,C010,775.743
S01124,C011,679.107
S01124,C012,592.078
S01124,C013,566.025
S01124,C014,476.376
S01124,C015,466.593
S01124,C016,514.044
S01124,C017,354.893
S01124,C018,305.46
S01124,C019,226.826
S01124,C020,313.843
S01125,C001,745.239
S01125,C002,650.517
S01125,C003,724.784
S01125,C004,677.275
S01125,C005,726.694
S01125,C006,207.923
S01125,C007,87.829
S01125,C008,44.859
S01125,C009,162.552
S01125,C010,278.677
S01125,C011,382.283
S01125,C012,443.63
S01125,C013,516.997
S01125,C014,547.594
S01125,C015,718.292
S01125,C016,475.723
S01125,C017,511.258
S01125,C018,632.031
S01125,C019,669.087
S01125,C020,391.927
S01126,C001,47.624
S01126,C002,127.595
S01126,C003,209.631
S01126,C004,280.611
S01126,C005,386.578
S01126,C006,711.01
S01126,C007,679.995
S01126,C008,756.299
S01126,C009,804.171
S01126,C010,849.751
S01126,C011,755.695
S01126,C012,668.947
S01126,C013,642.052
S01126,C014,551.388
S01126,C015,531.216
S01126,C016,532.596
S01126,C017,373.813
S01126,C018,299.435
S01126,C019,213.268
S01126,C020,382.079
S01127,C001,584.274
S01127,C002,458.668
S01127,C003,349.932
S01127,C004,274.04
S01127,C005,180.524
S01127,C006,798.971
S01127,C007,658.689
S01127,C008,723.223
S01127,C009,617.031
S01127,C010,579.291
S01127,C011,413.302
S01127,C012,299.193
S01127,C013,220.064
S01127,C014,151.766
S01127,C015,36.372
S01127,C016,830.188
S01127,C017,708.238
S01127,C018,732.302
S01127,C019,680.374
S01127,C020,440.361
S01128,C001,598.765
S01128,C002,463.841
S01128,C003,395.433
S01128,C004,313.388
S01128,C005,262.838
S01128,C006,687.783
S01128,C007,538.118
S01128,C008,598.057
S01128,C009,480.88
S01128,C010,442.378
S01128,C011,278.228
S01128,C012,163.061
S01128,C013,88.276
S01128,C014,34.012
S01128,C015,167.361
S01128,C016,757.432
S01128,C017,654.146
S01128,C018,700.55
S01128,C019,663.171
S01128,C020,367.14
S01129,C001,191.601
S01129,C002,102.403
S01129,C003,55.712
S01129,C004,124.077
S01129,C005,230.056
S01129,C006,703.784
S01129,C007,636.199
S01129,C008,714.251
S01129,C009,722.505
S01129,C010,749.958
S01129,C011,635.597
S01129,C012,538.592
S01129,C013,501.465
S01129,C014,406.633
S01129,C015,373.959
S01129,C016,589.142
S01129,C017,433.093
S01129,C018,399.26
S01129,C019,324.403
S01129,C020,321.802
S01130,C001,208.051
S01130,C002,324.493
S01130,C003,453.713
S01130,C004,514.273
S01130,C005,626.983
S01130,C006,684.426
S01130,C007,713.849
S01130,C008,780.23
S01130,C009,886.485
S01130,C010,958.539
S01130,C011,902.583
S01130,C012,837.222
S01130,C013,829.366
S01130,C014,750.082
S01130,C015,764.106
S01130,C016,424.088
S01130,C017,301.381
S01130,C018,177.001
S01130,C019,137.464
S01130,C020,487.553
S01131,C001,195.997
S01131,C002,257.544
S01131,C003,407.34
S01131,C004,450.203
S01131,C005,565.844
S01131,C006,551.596
S01131,C007,575.184
S01131,C008,642.042
S01131,C009,749.276
S01131,C010,824.245
S01131,C011,777.194
S01131,C012,719.944
S01131,C013,720.537
S01131,C014,649.061
S01131,C015,689.332
S01131,C016,312.461
S01131,C017,170.144
S01131,C018,58.89
S01131,C019,29.856
S01131,C020,360.285
S01132,C001,564.106
S01132,C002,430.137
S01132,C003,355.81
S01132,C004,273.791
S01132,C005,221.811
S01132,C006,692.78
S01132,C007,548.529
S01132,C008,611.765
S01132,C009,506.183
S01132,C010,474.533
S01132,C011,313.687
S01132,C012,198.18
S01132,C013,127.92
S01132,C014,39.958
S01132,C015,137.115
S01132,C016,745.79
S01132,C017,635.946
S01132,C018,676.154
S01132,C019,635.073
S01132,C020,353.73
S01133,C001,690.956
S01133,C002,614.85
S01133,C003,712.458
S01133,C004,677.836
S01133,C005,745.126
S01133,C006,81.804
S01133,C007,93.877
S01133,C008,84.341
S01133,C009,285.933
S01133,C010,401.148
S01133,C011,483.776
S01133,C012,525.353
S01133,C013,590.358
S01133,C014,602.267
S01133,C015,761.797
S01133,C016,358.998
S01133,C017,418.689
S01133,C018,543.017
S01133,C019,592.017
S01133,C020,374.054
S01134,C001,324.208
S01134,C002,188.114
S01134,C003,177.814
S01134,C004,124.675
S01134,C005,204.28
S01134,C006,583.102
S01134,C007,484.956
S01134,C008,561.677
S01134,C009,544.076
S01134,C010,565.514
S01134,C011,451.658
S01134,C012,359.382
S01134,C013,333.411
S01134,C014,247.72
S01134,C015,289.064
S01134,C016,547.395
S01134,C017,414.393
