student_id,district,x,y,gender
S01554,South_3,540.399,170.575,F
S01555,West_3,74.553,687.707,M
S01556,East_4,840.111,610.791,F
S01557,East_4,817.529,700.97,F
S01558,North_5,761.272,863.628,F
S01559,South_5,710.193,132.317,M
S01560,North_5,753.444,865.833,F
S01561,East_4,859.485,718.695,F
S01562,West_2,270.112,532.652,F
S01563,East_3,919.925,453.352,F
S01564,West_4,135.712,697.396,F
S01565,Metro,496.008,475.556,M
S01566,East_2,797.182,409.964,F
S01567,East_1,906.371,327.714,F
S01568,South_2,371.395,157.389,M
S01569,Metro,504.27,520.958,M
S01570,Metro,467.989,512.796,M
S01571,East_1,777.589,372.699,F
S01572,East_2,786.577,415.325,F
S01573,West_4,219.43,763.514,F
S01574,West_2,296.41,515.505,M
S01575,West_3,93.927,548.853,M
S01576,South_1,246.901,192.572,F
S01577,West_4,157.966,728.864,M
S01578,West_3,74.554,703.645,F
S01579,Metro,533.123,481.224,M
S01580,South_2,426.876,159.447,F
S01581,East_4,875.794,587.253,F
S01582,West_2,177.234,518.179,F
S01583,South_5,681.268,194.89,F
S01584,West_4,215.853,704.107,F
S01585,East_1,818.516,344.004,F
S01586,South_5,769.504,152.517,M
S01587,East_3,861.204,501.463,F
S01588,North_5,734.846,910.38,M
S01589,North_4,521.647,807.787,M
S01590,West_3,118.645,566.592,F
S01591,South_5,771.874,132.806,M
S01592,East_5,892.423,683.528,M
S01593,North_2,379.692,853.266,F
S01594,Metro,523.981,478.68,M
S01595,Metro,461.949,449.581,M
S01596,Metro,522.34,566.288,M
S01597,North_2,365.049,778.837,M
S01598,North_2,336.323,900.542,M
S01599,North_1,218.484,842.468,F
S01600,West_3,117.934,641.179,M
S01601,North_4,690.808,760.083,F
S01602,West_1,114.724,392.272,M
S01603,East_3,891.687,523.895,M
S01604,South_4,618.785,193.741,F
S01605,Metro,504.488,549.074,M
S01606,South_3,505.005,104.371,M
S01607,South_5,839.204,61.946,F
S01608,East_5,838.867,686.213,F
S01609,North_2,396.212,814.839,M
S01610,South_5,717.551,198.719,M
S01611,North_1,250.948,853.742,F
S01612,East_4,884.042,710.149,M
S01613,East_2,816.558,463.159,F
S01614,West_4,206.568,808.985,F
S01615,North_3,535.041,864.061,M
S01616,East_1,891.042,288.913,F
S01617,Metro,481.079,590.15,F
S01618,East_1,830.148,305.611,F
S01619,West_1,201.231,431.704,F
S01620,North_2,429.344,846.146,M
S01621,South_5,781.096,193.225,M
S01622,Metro,511.652,494.265,F
S01623,Metro,453.808,481.424,M
S01624,West_3,165.494,622.838,M
S01625,North_5,736.83,938.463,F
S01626,East_2,803.859,383.421,M
S01627,East_1,812.84,274.906,M
S01628,South_1,274.972,150.238,F
S01629,North_1,266.559,793.243,F
S01630,South_3,544.233,140.824,F
S01631,North_4,714.047,861.354,F
S01632,South_5,813.059,133.212,M
S01633,South_2,470.433,197.084,F
S01634,South_2,401.523,107.225,M
S01635,North_5,816.644,874.466,F
S01636,West_2,177.794,443.4,F
S01637,North_2,408.918,853.328,F
S01638,North_2,426.094,798.522,F
S01639,South_1,296.054,84.441,M
S01640,South_2,433.174,110.321,F
S01641,West_4,146.222,754.301,M
S01642,West_3,97.972,635.855,F
S01643,South_5,711.458,131.786,F
S01644,West_2,143.755,468.501,F
S01645,North_2,289.309,809.859,M
S01646,East_4,796.452,538.737,M
S01647,South_1,204.379,187.633,F
S01648,South_2,477.998,173.221,F
S01649,West_3,112.733,634.555,M
S01650,East_2,866.884,383.181,F
S01651,South_4,569.931,195.821,F
S01652,South_3,458.866,110.569,M
S01653,North_3,510.068,830.947,M
S01654,West_3,194.816,653.099,F
S01655,South_2,397.728,105.268,F
S01656,East_3,843.898,641.868,M
S01657,North_5,867.603,915.275,F
S01658,West_3,193.677,674.468,M
S01659,South_4,705.493,185.488,F
S01660,East_5,934.385,669.155,F
S01661,South_2,434.079,122.516,F
S01662,West_2,200.663,512.686,M
S01663,North_3,643.873,866.904,M
S01664,North_5,716.232,802.6,F
S01665,West_3,185.183,596.472,M
S01666,South_2,360.333,191.619,M
S01667,North_3,585.303,812.57,F
S01668,Metro,412.226,515.894,M
S01669,North_5,677.727,818.975,M
S01670,South_2,479.752,232.483,F
S01671,Metro,542.716,440.119,F
S01672,North_1,251.37,886.833,F
S01673,North_5,763.185,858.283,F
S01674,East_2,812.72,474.646,F
S01675,North_3,478.473,809.8,F
S01676,East_5,891.775,759.835,M
S01677,South_5,705.431,170.31,F
S01678,West_4,223.163,723.223,F
S01679,North_3,505.896,923.321,F
S01680,West_3,115.95,575.094,F
S01681,West_2,215.121,447.992,F
S01682,East_5,899.286,781.64,M
S01683,North_5,738.66,842.202,F
S01684,Metro,467.11,501.297,M
S01685,Metro,477.906,527.125,M
S01686,North_4,673.804,778.856,M
S01687,South_2,434.341,201.181,M
S01688,East_1,933.825,291.86,M
S01689,West_1,60.277,326.404,M
S01690,East_5,898.255,733.516,F
S01691,Metro,504.418,378.075,M
S01692,West_2,200.506,505.536,M
S01693,West_3,172.295,626.044,F
S01694,East_5,858.97,702.289,M
S01695,North_4,585.461,882.861,M
S01696,West_3,106.719,657.417,M
S01697,South_1,309.932,111.686,M
S01698,North_2,357.51,874.209,F
S01699,East_3,857.151,600.247,F
S01700,West_2,210.818,536.311,F
S01701,West_4,231.761,763.841,F
S01702,Metro,427.8,527.241,M
S01703,North_2,359.505,937.082,M
S01704,South_4,630.307,187.689,M
S01705,West_4,239.446,802.595,F
S01706,South_4,692.664,134.029,F
S01707,East_5,838.896,793.067,F
S01708,West_4,160.498,763.784,F
S01709,South_5,770.697,204.2,F
S01710,East_5,914.742,704.089,F
S01711,West_1,163.844,347.158,F
S01712,South_4,622.001,89.122,F
S01713,North_5,716.168,852.147,F
S01714,West_1,155.734,369.038,F
S01715,North_5,765.957,783.371,M
S01716,West_1,168.994,330.719,F
S01717,North_3,529.416,747.918,F
S01718,South_2,405.922,130.727,M
S01719,West_2,237.972,495.987,M
S01720,South_3,508.019,227.026,M
S01721,East_5,821.313,750.816,F
S01722,East_1,882.595,368.104,F
S01723,North_3,504.832,772.948,M
S01724,North_2,388.842,830.8,M
S01725,South_5,717.524,190.265,F
S01726,West_3,94.757,607.654,F
S01727,East_5,924.109,731.494,F
S01728,West_2,194.458,518.482,F
S01729,North_3,499.698,768.87,M
S01730,East_5,843.864,758.202,M
S01731,Metro,424.472,581.108,F
S01732,North_3,499.597,882.193,M
S01733,North_3,510.254,896.019,F
S01734,East_1,861.379,270.912,F
S01735,North_2,484.291,761.813,M
S01736,North_4,639.811,817.098,F
S01737,North_2,459.533,834.284,F
S01738,East_2,883.565,363.993,F
S01739,West_3,162.057,619.222,M
S01740,East_1,807.274,306.955,F
S01741,North_4,637.301,800.722,F
S01742,South_3,558.164,125.983,M
S01743,Metro,556.594,453.207,M
S01744,West_3,134.427,583.481,F
S01745,East_2,861.048,450.424,M
S01746,Metro,426.841,480.314,M
S01747,West_1,141.266,359.855,M
S01748,Metro,495.228,530.174,F
S01749,North_2,371.321,811.725,M
S01750,East_1,892.527,278.437,M
S01751,South_4,664.999,149.645,F
S01752,North_2,465.767,812.879,F
S01753,North_3,524.32,874.49,F
S01754,Metro,493.199,485.87,F
S01755,North_4,631.348,783.145,M
S01756,South_2,375.99,200.747,F
S01757,Metro,511.856,491.329,M
S01758,West_1,105.03,333.011,F
S01759,Metro,495.237,539.107,F
S01760,North_2,472.714,831.517,M
S01761,South_1,360.708,134.65,M
S01762,West_1,136.482,341.008,F
S01763,South_5,785.151,106.392,M
S01764,South_3,603.213,142.76,F
S01765,Metro,487.633,495.534,F
S01766,Metro,452.475,454.959,M
S01767,North_1,342.188,834.052,F
S01768,West_3,119.447,668.636,M
S01769,East_3,841.298,524.11,M
S01770,South_2,391.757,194.095,M
S01771,East_5,947.352,754.316,M
S01772,East_3,892.992,514.585,F
S01773,East_4,890.008,630.995,F
S01774,South_1,335.91,145.619,F
S01775,Metro,452.825,587.816,M
S01776,East_4,871.196,640.659,M
S01777,East_4,738.285,689.608,F
S01778,West_1,73.085,341.211,M
S01779,East_2,884.649,358.254,F
S01780,East_4,770.336,705.72,F
S01781,South_3,568.701,80.314,M
S01782,North_3,504.763,876.421,M
S01783,North_5,791.281,859.533,F
S01784,North_4,665.504,762.342,M
S01785,North_5,712.295,856.662,F
S01786,East_1,837.512,236.122,M
S01787,North_5,774.531,814.244,F
S01788,East_2,763.031,412.145,M
S01789,North_2,421.43,831.906,F
S01790,Metro,557.129,426.806,F
S01791,North_4,578.896,694.316,F
S01792,East_5,857.089,753.113,F
S01793,East_4,833.757,634.858,F
S01794,South_4,675.997,178.893,F
S01795,East_1,841.663,293.548,M
S01796,North_1,343.35,827.78,F
S01797,North_1,301.341,872.477,M
S01798,Metro,510.499,568.023,M
S01799,West_4,193.175,817.996,M
S01800,East_3,897.245,554.385,M
S01801,East_3,826.529,496.061,F
S01802,South_1,182.91,168.783,M
S01803,West_2,147.174,495.921,M
S01804,West_1,94.104,307.796,F
S01805,East_2,833.679,418.152,M
S01806,South_3,578.336,105.924,M
S01807,North_2,414.883,805.705,F
S01808,North_2,384.679,768.26,F
S01809,West_3,99.156,676.125,F
S01810,North_5,701.441,816.305,M
S01811,South_5,708.625,160.608,M
S01812,South_2,482.683,149.939,F
S01813,East_1,836.678,283.722,M
S01814,East_3,927.385,557.707,M
S01815,West_4,217.712,818.18,F
S01816,South_4,632.251,131.815,M
S01817,North_3,547.625,861.43,F
S01818,East_1,830.478,260.476,M
S01819,North_4,625.139,858.468,F
S01820,Metro,434.515,492.695,M
S01821,North_2,324.636,816.185,M
S01822,South_4,650.121,208.34,M
S01823,West_2,143.652,556.06,F
S01824,East_3,826.135,576.622,F
S01825,East_3,831.64,538.093,F
S01826,West_4,224.569,751.928,M
S01827,East_4,802.382,592.73,M
S01828,North_5,744.255,744.399,F
S01829,West_2,147.637,531.994,M
S01830,South_3,534.939,154.965,M
S01831,North_3,465.833,878.251,F
S01832,North_1,324.36,860.541,M
S01833,North_5,752.902,882.77,M
S01834,North_4,725.789,831.656,M
S01835,North_1,275.666,815.564,M
S01836,South_2,422.281,228.129,F
S01837,West_2,123.123,409.234,F
S01838,West_4,203.044,790.037,M
S01839,West_2,195.717,540.954,F
S01840,South_2,352.18,207.412,M
S01841,West_1,74.623,313.922,F
S01842,West_2,173.018,513.15,F
S01843,West_3,220.421,544.974,F
S01844,North_5,799.261,879.845,M
S01845,North_4,568.964,880.196,F
S01846,East_1,816.337,303.829,F
S01847,East_1,743.245,306.772,F
S01848,South_1,212.582,209.135,M
S01849,North_5,793.982,824.718,M
S01850,South_4,607.501,268.521,M
S01851,Metro,459.984,540.468,M
S01852,West_1,134.799,412.264,M
S01853,East_3,793.793,538.579,F
S01854,South_5,715.743,167.724,F
S01855,South_2,389.075,199.071,M
S01856,South_1,381.074,194.464,F
S01857,West_3,85.563,634.81,F
S01858,Metro,514.109,510.037,M
S01859,East_2,786.105,468.347,F
S01860,South_2,437.332,117.448,F
S01861,North_4,620.542,805.095,F
S01862,North_1,269.414,934.64,F
S01863,Metro,533.066,431.812,M
S01864,South_5,679.086,143.955,M
S01865,West_3,160.129,711.424,M
S01866,South_5,676.373,142.156,F
S01867,East_5,777.598,774.149,F
S01868,West_3,53.205,686.448,F
S01869,North_5,700.281,872.79,F
S01870,North_3,551.96,827.613,M
S01871,East_1,832.176,259.604,M
S01872,South_4,622.038,137.94,F
S01873,South_2,488.103,191.486,M
S01874,North_4,678.521,808.186,F
S01875,Metro,512.711,542.948,F
S01876,North_4,685.334,856.855,F
S01877,East_4,810.71,665.986,M
S01878,North_1,275.518,806.663,M
S01879,North_5,792.72,831.507,M
S01880,North_5,745.776,840.552,M
S01881,South_3,564.934,152.776,F
S01882,South_4,663.614,178.454,F
S01883,South_5,856.806,196.943,M
S01884,North_3,538.162,901.033,F
S01885,North_4,605.448,802.37,M
S01886,East_1,840.62,261.863,M
S01887,Metro,420.873,528.077,M
S01888,East_1,933.218,245.569,F
S01889,South_5,774.079,154.782,F
S01890,South_3,568.864,83.351,F
S01891,East_3,865.277,499.036,M
S01892,North_4,604.643,787.732,F
S01893,West_4,203.697,833.325,F
S01894,East_5,945.19,780.384,M
S01895,South_1,269.08,123.055,M
S01896,East_5,849.567,723.975,F
S01897,South_4,641.703,157.186,F
S01898,North_2,470.584,867.131,F
S01899,South_4,655.644,206.391,M
S01900,South_5,817.098,180.759,F
S01901,South_3,522.751,61.472,F
S01902,North_1,294.731,925.716,M
S01903,South_2,409.569,128.179,M
S01904,North_2,370.753,760.642,F
S01905,North_3,561.989,776.939,M
S01906,West_3,128.007,622.496,M
S01907,East_2,806.004,421.453,M
S01908,East_4,844.147,674.818,M
S01909,East_5,898.337,720.364,F
S01910,East_5,897.513,684.637,M
S01911,South_4,634.709,193.786,M
S01912,North_2,388.32,841.037,M
S01913,South_3,526.417,169.65,F
S01914,North_1,378.059,862.62,M
S01915,North_5,814.358,800.842,M
S01916,East_5,906.893,769.728,F
S01917,South_2,365.956,134.956,F
S01918,Metro,522.643,521.48,F
S01919,South_2,475.27,186.168,M
S01920,South_4,623.923,184.26,F
S01921,East_4,808.577,652.322,M
S01922,South_4,645.825,127.37,M
S01923,East_5,881.071,656.696,M
S01924,South_1,327.994,172.346,F
S01925,East_4,888.185,628.041,F
S01926,North_4,645.049,751.539,F
S01927,North_2,508.627,830.982,F
S01928,South_3,504.231,124.703,M
S01929,North_5,683.603,790.972,F
S01930,North_5,724.715,869.602,M
S01931,North_2,383.387,846.772,M
S01932,South_3,504.177,124.163,F
S01933,West_1,132.76,391.98,M
S01934,East_1,919.388,285.864,F
S01935,West_1,159.615,432.482,F
S01936,North_5,659.977,831.04,M
S01937,West_2,169.429,469.88,F
S01938,East_1,880.725,352.988,M
S01939,West_3,176.625,652.526,M
S01940,Metro,519.585,519.724,M
S01941,North_5,818.761,889.101,F
S01942,North_4,655.301,864.723,M
S01943,South_2,305.413,125.528,M
S01944,South_1,298.59,131.976,F
S01945,South_4,663.99,222.222,F
S01946,West_1,183.855,287.587,M
S01947,West_1,133.158,368.264,F
S01948,East_3,896.563,584.375,F
S01949,South_3,512.377,184.486,F
S01950,North_2,443.099,858.341,M
S01951,West_4,269.473,782.351,F
S01952,East_1,950.4,246.912,F
S01953,South_3,477.658,274.551,M
S01954,South_4,738.537,204.527,F
S01955,Metro,539.951,565.068,F
S01956,West_1,150.413,318.339,F
S01957,East_4,809.509,651.431,F
S01958,Metro,496.984,466.609,M
S01959,West_4,134.602,833.895,M
S01960,East_5,833.591,727.28,F
S01961,Metro,520.394,527.116,M
S01962,North_1,303.502,790.85,F
S01963,South_4,557.06,130.13,M
S01964,West_4,203.958,820.993,F
S01965,East_1,763.132,275.552,F
S01966,West_1,151.582,257.767,M
S01967,North_3,452.799,819.566,M
S01968,South_1,313.804,222.341,F
S01969,North_1,320.681,900.621,M
S01970,North_2,391.829,768.188,F
S01971,West_1,170.854,398.293,M
S01972,North_5,800.424,954.741,F
S01973,East_2,827.023,439.312,M
S01974,West_2,225.854,619.945,F
S01975,South_5,773.485,138.748,M
S01976,North_2,429.937,831.91,M
S01977,South_3,480.947,123.705,M
S01978,North_1,283.687,966.583,M
S01979,North_2,404.62,819.24,F
S01980,Metro,459.776,506.83,F
S01981,South_2,392.873,142.471,F
S01982,West_2,242.037,475.884,F
S01983,East_3,945.334,510.87,M
S01984,North_1,326.341,821.852,M
S01985,North_1,334.65,893.615,M
S01986,South_3,476.424,105.322,F
S01987,East_1,853.095,291.989,F
S01988,North_1,286.207,865.6,F
S01989,East_4,825.342,691.53,M
S01990,South_3,624.458,109.958,F
S01991,Metro,560.883,423.612,F
S01992,South_2,418.462,203.54,M
S01993,North_3,536.05,818.528,F
S01994,North_4,618.945,827.388,M
S01995,South_1,346.827,244.884,M
S01996,North_3,535.95,854.543,F
S01997,West_4,183.248,748.414,F
S01998,East_4,883.974,619.88,M
S01999,Metro,465.01,461.034,F
S02000,West_3,219.793,608.107,M
